209,5
209,6
210,3
210,5
210,6
211,3
211,8
212,3
212,6
213,3
214,3
214,5
214,6
214,8
215,3
215,5
216,3
216,5
216,6
217,3
217,6
218,3
219,3
219,5
220,3
220,5
220,6
221,8
221,5
221,3
222,5
222,3
222,6
223,3
223,5
223,7
223,6
223,8
224,3
224,5
224,6
225,3
225,6
226,3
226,6
226,8
227,3
227,6
228,3
228,5
229,3
229,6
230,3
231,3
231,5
231,7
231,8
232,3
232,5
232,7
233,3
234,3
235,3
235,5
235,7
235,6
235,8
236,3
237,3
239,3
240,3
240,6
240,8
241,3
241,5
242,3
242,6
243,3
243,5
244,5
245,3
245,5
245,6
246,3
246,5
246,6
247,3
247,5
247,6
248,3
248,5
248,7
248,6
249,3
250,3
250,6
251,3
252,3
252,5
252,8
253,3
253,6
255,3
255,6
256,3
257,3
258,3
258,5
258,7
258,6
258,8
259,3
260,3
260,5
261,3
262,3
262,5
262,7
262,6
263,3
263,5
263,6
264,3
264,5
264,7
264,6
264,8
265,3
265,5
265,6
265,8
266,3
266,6
267,3
268,3
268,5
269,3
269,6
270,3
270,5
270,6
270,8
271,3
272,3
272,5
272,7
272,6
272,8
273,3
273,5
274,3
275,3
276,3
277,3
278,3
278,5
279,3
279,5
279,6
280,3
280,6
281,3
282,3
282,5
283,3
284,3
285,3
285,5
285,8
286,8
287,3
287,8
288,3
288,5
288,6
288,8
289,3
290,3
290,6
290,8
291,3
291,5
292,3
293,6
293,8
294,3
294,6
295,3
295,5
295,6
296,3
296,5
297,3
297,5
297,8
298,3
298,8
300,3
301,3
301,6
303,3
303,5
304,3
305,3
305,5
305,6
305,8
306,3
306,6
307,3
308,3
308,5
309,3
309,5
310,3
310,5
310,6
311,3
311,5
312,3
312,5
314,7
314,3
315,3
316,3
316,5
316,6
316,7
316,8
317,3
317,5
317,6
318,3
318,6
319,3
319,5
319,6
319,8
320,3
320,5
320,6
321,3
321,5
321,6
322,3
322,5
322,6
323,6
324,3
324,6
325,3
325,6
326,3
326,7
326,6
327,3
327,5
327,6
327,8
328,3
328,5
328,7
328,6
328,8
329,3
329,5
329,6
330,3
330,5
330,7
331,3
331,5
332,3
332,5
332,6
333,3
333,5
333,7
333,6
333,8
334,3
334,5
334,6
335,3
335,5
335,6
335,8
336,3
337,3
337,5
337,6
338,3
338,5
338,7
338,6
338,8
339,3
339,5
339,8
340,5
340,3
341,3
341,5
341,6
342,3
343,3
343,6
344,6
345,3
346,3
347,3
347,5
348,3
348,5
349,3
349,5
349,7
349,6
350,3
351,3
351,5
353,3
353,6
354,3
355,5
355,3
355,6
355,8
356,3
356,5
356,6
356,8
357,3
358,3
358,6
359,3
359,5
359,6
360,3
360,5
361,3
362,3
362,6
363,3
363,5
363,7
363,6
364,3
364,5
364,7
364,6
364,8
365,3
366,3
366,5
367,3
367,5
367,6
367,8
368,3
368,8
369,3
371,3
371,5
371,7
371,8
372,3
372,7
372,6
373,3
374,3
374,5
374,7
375,3
376,5
376,3
376,6
376,8
377,3
377,5
378,3
378,5
378,6
379,3
379,6
380,3
380,5
380,6
381,3
382,3
382,5
383,3
384,3
384,5
384,6
385,3
386,3
386,5
386,8
387,3
387,5
387,6
387,8
388,3
388,5
388,7
388,6
388,8
389,3
389,5
390,3
390,5
390,6
390,8
391,3
392,3
392,5
393,3
393,5
393,6
395,3
395,5
395,6
396,3
396,5
396,6
397,3
397,5
397,6
398,3
399,3
399,5
399,6
401,3
402,3
402,5
402,6
403,3
403,6
404,3
404,6
405,3
405,5
405,6
406,3
406,5
407,3
407,5
408,3
409,3
409,5
409,7
410,3
410,5
410,6
411,3
411,5
411,6
412,3
413,3
413,5
413,7
413,6
413,8
414,3
414,5
414,6
415,3
415,5
416,3
416,6
416,8
417,3
417,6
418,3
418,5
419,3
419,5
420,3
421,3
421,5
421,6
422,3
422,5
422,7
423,3
424,3
424,5
425,3
425,7
425,6
425,8
426,8
426,7
426,6
426,3
427,3
427,6
428,3
428,6
429,3
429,5
429,6
429,8
430,3
431,3
431,5
432,3
432,5
432,6
433,3
433,6
434,3
435,3
435,6
436,3
437,3
437,5
437,6
437,8
438,3
438,5
438,6
439,3
440,3
441,6
441,3
441,8
442,3
442,6
443,3
443,5
443,6
444,3
445,3
445,7
446,3
446,5
447,3
447,5
448,3
448,5
448,6
449,3
449,5
449,8
450,3
450,5
450,6
451,3
452,3
452,7
452,8
453,3
453,6
454,3
454,5
454,6
455,3
455,5
455,6
455,8
456,3
456,5
457,3
458,3
459,3
459,5
459,6
460,3
460,5
460,6
460,8
461,3
461,5
462,3
462,5
463,3
464,3
464,5
464,6
465,3
465,5
465,6
466,3
467,3
467,6
468,3
468,5
468,6
468,8
469,3
469,5
469,6
469,8
470,3
470,6
470,8
471,3
471,5
471,7
471,6
471,8
472,3
472,6
472,8
473,3
473,5
474,3
474,5
475,3
476,3
477,3
477,5
477,6
477,8
478,6
478,5
478,3
479,3
479,6
480,3
480,5
481,3
481,5
481,6
482,3
482,6
483,3
484,3
484,6
485,3
485,8
486,3
486,5
486,6
487,3
487,5
487,6
488,3
488,5
488,6
489,5
489,7
489,6
489,8
490,3
490,6
491,3
491,5
491,6
492,3
492,6
493,3
493,5
493,6
494,3
494,5
495,3
495,7
495,8
496,3
496,6
497,3
497,5
497,7
497,8
498,3
498,7
499,3
499,6
500,3
500,5
500,6
501,3
501,8
502,3
502,5
502,7
502,6
502,8
503,3
503,7
503,6
503,8
504,3
504,5
504,6
505,3
505,5
506,3
506,5
507,3
508,3
508,5
508,8
509,3
509,5
510,3
510,5
511,3
511,5
511,6
512,3
513,3
513,5
514,3
514,5
514,6
514,8
515,3
516,3
517,3
517,6
518,3
518,5
518,8
519,3
519,7
519,6
519,8
520,3
521,3
522,3
523,3
523,6
524,3
524,7
525,3
526,3
526,6
527,3
527,5
527,6
528,3
528,5
528,7
528,6
529,3
529,6
530,3
531,3
531,7
531,6
531,8
532,3
532,5
532,7
532,8
533,3
533,6
534,3
535,3
535,5
536,3
536,5
537,3
537,6
538,3
539,3
539,8
540,3
540,6
541,3
541,6
542,3
542,6
543,3
543,5
543,8
544,3
544,6
544,8
545,3
545,8
546,3
546,8
547,3
547,5
547,6
548,3
549,3
549,5
549,6
550,3
551,3
551,6
552,3
553,3
553,6
554,3
554,5
554,6
554,8
555,3
555,6
556,3
557,3
557,5
558,3
558,5
558,7
558,6
558,8
559,3
559,5
560,3
560,5
560,6
561,3
562,3
562,6
563,3
563,6
564,3
564,5
564,6
565,3
565,5
565,6
566,3
566,5
566,6
567,3
567,5
567,6
568,3
568,5
568,8
569,3
569,7
569,6
569,8
570,3
570,5
571,3
571,5
571,6
571,8
572,3
572,5
573,3
574,3
575,3
576,3
576,5
576,7
577,3
577,5
578,3
578,5
578,8
579,3
579,5
579,6
580,3
580,6
581,3
582,3
582,5
583,3
584,3
584,5
584,7
585,3
585,5
585,6
586,5
586,8
587,3
587,7
587,6
588,3
588,5
589,3
589,5
589,6
590,3
590,5
590,6
590,8
591,3
591,5
591,6
592,3
593,3
593,6
594,3
594,5
595,3
595,6
595,8
596,3
596,6
596,8
597,3
597,5
598,3
598,6
598,8
599,3
599,6
600,3
600,5
601,3
601,8
602,3
602,5
602,8
603,3
603,5
603,6
603,8
604,3
604,5
604,6
604,8
605,3
606,3
606,5
606,6
607,3
607,5
607,6
608,3
608,6
609,3
610,3
610,6
611,3
611,5
611,6
611,8
612,3
613,3
613,5
613,6
613,8
614,3
614,6
615,3
616,3
616,5
616,6
617,3
617,5
617,6
617,8
618,3
618,6
618,8
619,3
619,6
620,3
620,8
621,3
621,5
621,6
621,8
622,3
622,6
623,3
623,5
623,6
624,3
624,5
624,7
624,6
625,3
626,3
626,6
626,8
627,3
627,6
628,3
628,5
628,8
629,3
629,6
630,3
630,6
630,8
631,3
632,3
633,3
634,5
634,6
635,3
635,8
636,7
636,6
636,8
637,3
637,5
637,6
638,3
638,5
638,6
639,3
639,5
640,3
641,3
642,3
642,7
642,6
642,8
643,3
644,3
644,5
644,6
645,3
645,5
645,6
646,3
646,5
647,3
647,5
647,6
648,3
648,6
649,3
649,6
650,3
650,5
651,3
652,3
652,5
652,6
653,3
653,5
653,6
654,3
654,5
655,3
655,5
655,6
655,8
656,3
656,5
656,8
657,3
658,3
658,5
658,6
659,3
659,6
660,3
660,5
660,6
661,3
661,5
662,3
662,5
662,7
662,8
663,3
663,7
664,3
665,3
665,5
665,7
665,6
666,3
666,5
666,7
666,6
666,8
667,3
667,5
668,3
669,3
669,5
670,3
670,6
671,3
671,6
672,3
673,3
673,5
673,6
674,3
674,7
674,6
675,3
675,6
676,3
676,6
677,3
677,5
677,7
677,6
678,3
678,6
679,3
679,5
679,6
680,3
680,5
680,7
680,6
680,8
681,3
681,6
682,3
682,5
682,6
683,3
683,6
684,3
684,5
685,3
685,6
686,3
687,3
687,6
688,3
688,5
688,6
688,8
689,3
689,6
690,3
690,6
691,5
691,7
691,6
691,8
692,3
692,5
692,6
693,3
693,5
693,7
693,6
694,3
694,5
694,7
694,8
695,3
695,5
695,7
695,6
695,8
696,3
697,3
698,3
698,5
699,3
699,5
699,6
700,3
700,7
700,6
701,3
702,3
703,3
704,3
704,5
704,7
705,3
705,5
706,3
706,5
706,6
707,3
707,5
708,3
708,5
709,3
710,3
710,5
710,6
711,3
711,5
712,3
712,5
712,6
713,3
714,3
714,6
715,3
715,5
715,6
716,3
716,5
716,6
717,3
717,5
717,6
717,8
718,3
718,6
719,3
719,5
720,3
720,5
721,3
722,3
723,3
723,5
723,6
724,3
724,5
724,6
725,3
726,3
727,3
727,5
728,3
728,6
728,8
729,3
729,5
729,8
730,3
730,6
730,8
731,3
732,3
732,5
732,6
733,3
734,3
734,7
734,6
734,8
735,3
735,5
735,7
735,6
735,8
736,3
737,3
738,3
738,5
738,6
739,3
740,3
740,8
741,3
741,5
742,3
742,5
742,6
743,3
743,5
743,8
744,3
745,3
745,5
746,3
746,5
747,3
747,6
748,3
748,5
748,6
748,8
749,3
749,5
750,3
751,3
751,5
752,3
752,7
752,8
753,3
754,3
754,5
754,6
754,8
755,3
755,6
756,3
756,6
757,3
757,5
758,3
758,5
758,7
758,8
759,3
759,5
759,7
759,8
760,3
760,5
760,7
760,8
761,3
761,5
761,6
762,3
762,5
762,6
763,3
763,5
763,6
764,3
765,3
765,5
765,6
766,3
766,5
766,6
767,3
767,5
768,3
768,5
768,6
769,3
769,6
769,8
770,3
770,7
770,6
771,3
771,5
771,6
772,3
773,3
773,5
773,6
774,3
774,5
774,7
774,8
775,3
775,5
775,8
776,3
776,6
777,3
778,3
779,3
780,3
780,5
780,7
781,3
781,6
782,3
782,5
782,6
782,8
783,3
784,5
784,6
785,3
786,3
786,5
786,6
786,8
787,3
787,5
787,6
788,3
789,3
789,5
790,3
790,5
790,6
791,3
791,6
792,3
792,6
793,3
793,5
793,6
793,8
794,6
795,3
795,5
796,3
796,5
796,6
796,8
797,3
797,5
797,6
798,3
798,6
799,3
799,5
800,3
801,3
801,5
802,3
802,5
802,6
803,3
804,3
804,5
804,6
805,3
805,7
805,6
806,3
806,5
806,6
807,3
807,6
807,8
808,7
809,3
809,5
809,6
809,8
810,3
810,6
810,8
811,3
811,5
811,6
812,3
812,5
812,8
813,3
813,5
813,6
814,5
815,3
815,5
815,6
816,3
816,5
816,7
816,6
816,8
817,3
817,5
817,6
818,3
818,7
818,8
819,3
819,5
819,6
820,3
820,5
820,6
821,3
821,5
821,6
822,3
822,5
823,3
824,3
824,5
825,3
825,5
825,6
826,3
827,3
827,6
828,3
829,3
829,5
829,6
830,3
830,6
831,3
832,3
832,5
833,3
833,5
833,6
834,5
835,3
835,5
835,6
836,3
837,3
837,5
837,6
838,3
838,5
838,7
838,6
838,8
839,3
839,5
840,3
840,5
840,8
841,3
841,5
842,3
842,5
842,8
843,3
844,3
844,5
845,3
845,5
846,3
846,5
847,3
848,3
848,5
848,6
849,3
849,5
850,3
850,5
850,7
850,6
850,8
851,3
851,6
852,3
852,5
852,7
852,6
853,3
853,6
853,8
854,3
855,3
855,6
856,3
856,5
856,8
857,3
858,3
858,5
858,6
858,8
859,3
859,6
860,3
860,5
861,3
861,5
861,7
861,8
862,3
862,5
862,6
862,8
863,3
864,3
865,3
865,5
866,3
867,3
867,6
868,3
868,5
869,3
869,5
870,6
870,8
871,3
871,6
872,3
873,3
873,5
873,6
873,8
874,3
874,5
875,3
875,6
876,3
876,5
876,6
876,8
877,3
877,6
877,8
878,3
879,3
879,5
879,6
880,3
880,5
880,8
881,3
881,6
882,3
882,6
883,3
884,3
884,5
884,6
884,8
885,3
885,6
886,3
886,5
886,6
887,3
887,5
887,6
888,3
888,5
889,3
889,5
889,6
889,8
890,3
890,5
891,3
891,5
891,6
891,8
892,3
892,5
892,6
893,3
893,6
893,8
894,3
894,5
894,6
895,3
896,3
896,5
896,8
897,3
897,5
897,7
897,6
898,3
898,6
899,3
899,6
900,3
900,7
900,6
900,8
901,3
901,5
901,6
901,8
902,3
902,5
903,3
903,6
904,3
905,3
905,5
906,3
906,5
906,6
907,3
907,6
908,3
908,5
909,3
910,3
910,5
910,6
910,8
911,3
912,3
912,5
912,7
912,6
912,8
913,3
913,5
913,8
914,3
915,3
915,6
916,3
917,3
917,6
918,3
918,5
918,8
919,3
919,6
920,3
920,7
921,3
921,5
921,6
921,8
922,3
922,5
922,6
923,3
923,6
924,3
925,3
926,3
926,5
926,7
926,6
927,3
927,5
927,6
927,8
928,3
929,3
929,5
929,7
929,6
930,3
930,6
931,3
931,6
932,3
932,7
932,6
932,8
933,3
933,6
934,3
935,3
935,5
935,8
936,3
936,8
937,3
937,5
937,7
937,6
937,8
938,3
938,5
938,7
938,6
938,8
939,3
939,5
940,3
940,5
940,6
941,3
941,7
942,3
942,5
942,6
943,3
943,5
943,8
944,3
944,5
944,6
945,3
946,3
946,5
947,3
947,6
948,3
949,6
950,3
950,5
951,3
951,5
